PARTICIPANT_ID	TEST_SECTION_ID	SENTENCE	USER_INPUT	KEYSTROKE_ID	PRESS_TIME	RELEASE_TIME	LETTER	KEYCODE
100001	1091001	Please give me a call.	Please give me a call.	51892526	1473275386935	1473275387063	v	86
100001	1091001	Please give me a call.	Please give me a call.	51892532	1473275387007	1473275387135	e	69
100001	1091001	Please give me a call.	Please give me a call.	51892540	1473275387071	1473275387215	 	32
100001	1091001	Please give me a call.	Please give me a call.	51892547	1473275387191	1473275387303	m	77
100001	1091001	Please give me a call.	Please give me a call.	51892554	1473275387263	1473275387399	e	69
100001	1091001	Please give me a call.	Please give me a call.	51892569	1473275387376	1473275387463	 	32
100001	1091001	Please give me a call.	Please give me a call.	51892572	1473275387447	1473275387551	a	65
100001	1091001	Please give me a call.	Please give me a call.	51892577	1473275387543	1473275387655	 	32
100001	1091001	Please give me a call.	Please give me a call.	51892589	1473275387663	1473275387831	c	67
100001	1091001	Please give me a call.	Please give me a call.	51892653	1473275387759	1473275387871	a	65
100001	1091001	Please give me a call.	Please give me a call.	51892648	1473275387783	1473275387855	l	76
100001	1091001	Please give me a call.	Please give me a call.	51892659	1473275387935	1473275388007	l	76
100001	1091001	Please give me a call.	Please give me a call.	51892664	1473275388103	1473275388191	.	190
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892877	1473275390047	1473275390159	SHIFT	16
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892886	1473275390103	1473275390247	M	77
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892898	1473275390192	1473275390319	i	73
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892905	1473275390263	1473275390399	c	67
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892910	1473275390375	1473275390495	h	72
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892926	1473275390487	1473275390615	a	65
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892933	1473275390551	1473275390735	e	69
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892939	1473275390663	1473275390831	l	76
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892944	1473275390767	1473275390863	 	32
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892950	1473275390879	1473275391047	s	83
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892975	1473275390975	1473275391103	a	65
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892977	1473275391039	1473275391175	i	73
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892980	1473275391151	1473275391303	d	68
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892987	1473275391247	1473275391367	 	32
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892993	1473275391335	1473275391487	h	72
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51892998	1473275391415	1473275391551	i	73
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893009	1473275391487	1473275391591	s	83
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893014	1473275391607	1473275391695	 	32
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893019	1473275391687	1473275391847	d	68
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893023	1473275391791	1473275391919	a	65
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893025	1473275391863	1473275392047	y	89
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893054	1473275391967	1473275392079	 	32
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893058	1473275392039	1473275392135	w	87
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893066	1473275392159	1473275392319	a	65
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893072	1473275392255	1473275392367	s	83
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893077	1473275392367	1473275392447	 	32
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893085	1473275392447	1473275392535	r	82
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893137	1473275392511	1473275392639	o	79
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893145	1473275392655	1473275392711	t	84
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893153	1473275392807	1473275392927	t	84
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893162	1473275392871	1473275393039	e	69
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893171	1473275392999	1473275393111	n	78
100001	1091016	Michael said his day was rotten.	Michael said his day was rotten.	51893178	1473275393175	1473275393295	.	190
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893390	1473275395047	1473275395183	SHIFT	16
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893397	1473275395111	1473275395247	P	80
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893402	1473275395223	1473275395343	u	85
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893412	1473275395439	1473275395551	b	66
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893420	1473275395535	1473275395679	l	76
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893461	1473275395591	1473275395743	i	73
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893470	1473275395711	1473275395831	c	67
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893479	1473275395815	1473275395927	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893484	1473275395919	1473275396071	o	79
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893487	1473275396007	1473275396183	r	82
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893511	1473275396127	1473275396255	d	68
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893515	1473275396343	1473275396495	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893521	1473275396415	1473275396559	r	82
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893526	1473275396511	1473275396631	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893531	1473275396631	1473275396759	w	87
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893555	1473275396735	1473275396871	i	73
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893563	1473275396783	1473275396903	l	76
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893570	1473275396991	1473275397135	l	76
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893579	1473275397103	1473275397255	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893589	1473275397215	1473275397327	b	66
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893629	1473275397279	1473275397431	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893634	1473275397415	1473275397527	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893640	1473275397495	1473275397647	m	77
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893645	1473275397599	1473275397719	a	65
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893651	1473275397710	1473275397863	i	73
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893670	1473275397807	1473275397927	n	78
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893672	1473275397863	1473275398036	t	84
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893677	1473275397996	1473275398148	a	65
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893681	1473275398180	1473275398348	i	73
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893684	1473275398276	1473275398404	n	78
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893714	1473275398363	1473275398459	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893716	1473275398564	1473275398692	d	68
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893721	1473275398699	1473275398812	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893724	1473275398835	1473275398933	f	70
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893729	1473275398909	1473275399045	i	73
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893740	1473275399052	1473275399197	r	82
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893802	1473275399149	1473275399252	m	77
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893806	1473275399308	1473275399485	l	76
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893810	1473275399421	1473275399581	y	89
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893812	1473275399508	1473275399645	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893816	1473275399676	1473275399773	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893819	1473275400005	1473275400085	BKSP	8
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893823	1473275400108	1473275400228	a	65
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893842	1473275400221	1473275400325	n	78
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893845	1473275400300	1473275400420	d	68
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893848	1473275400428	1473275400524	 	32
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893851	1473275400556	1473275400653	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893858	1473275400645	1473275400772	n	78
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893890	1473275400764	1473275400956	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893895	1473275400917	1473275400996	r	82
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893899	1473275401109	1473275401229	g	71
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893903	1473275401252	1473275401420	e	69
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893908	1473275401349	1473275401484	t	84
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893941	1473275401452	1473275401580	i	73
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893947	1473275401572	1473275401748	c	67
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893963	1473275401692	1473275401820	a	65
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893957	1473275401740	1473275401812	l	76
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893971	1473275401908	1473275402036	l	76
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893975	1473275402020	1473275402125	y	89
100001	1091025	Public order will be maintained firmly and energetically.	Public order will be maintained firmly and energetically.	51893978	1473275402180	1473275402276	.	190
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894183	1473275404164	1473275404284	SHIFT	16
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894189	1473275404204	1473275404332	T	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894196	1473275404324	1473275404444	h	72
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894200	1473275404404	1473275404532	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894205	1473275404492	1473275404636	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894235	1473275404620	1473275404764	l	76
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894241	1473275404692	1473275404812	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894247	1473275404772	1473275404852	t	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894251	1473275404964	1473275405084	t	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894263	1473275405132	1473275405252	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894279	1473275405220	1473275405396	r	82
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894285	1473275405316	1473275405460	s	83
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894295	1473275405436	1473275405564	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894302	1473275405508	1473275405668	o	79
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894309	1473275405604	1473275405716	f	70
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894342	1473275405708	1473275405820	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894349	1473275405820	1473275405908	c	67
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894360	1473275406020	1473275406164	r	82
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894382	1473275406100	1473275406204	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894397	1473275406284	1473275406404	d	68
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894429	1473275406388	1473275406524	i	73
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894436	1473275406484	1473275406620	t	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894446	1473275406596	1473275406716	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894452	1473275406708	1473275406844	w	87
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894458	1473275406796	1473275406900	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894472	1473275406876	1473275407076	r	82
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894478	1473275406988	1473275407124	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894489	1473275407132	1473275407220	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894498	1473275407236	1473275407373	t	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894508	1473275407332	1473275407493	o	79
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894546	1473275407452	1473275407564	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894558	1473275407557	1473275407684	c	67
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894567	1473275407757	1473275407884	o	79
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894575	1473275407844	1473275407957	v	86
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894583	1473275408012	1473275408172	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894595	1473275408092	1473275408204	r	82
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894601	1473275408221	1473275408340	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894612	1473275408348	1473275408444	t	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894623	1473275408428	1473275408565	h	72
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894632	1473275408572	1473275408716	r	82
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894662	1473275408644	1473275408748	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894666	1473275408820	1473275408948	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894669	1473275408916	1473275409028	 	32
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894673	1473275409060	1473275409180	a	65
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894678	1473275409132	1473275409236	g	71
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894680	1473275409332	1473275409460	r	82
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894699	1473275409380	1473275409492	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894702	1473275409564	1473275409684	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894708	1473275409668	1473275409772	m	77
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894717	1473275409764	1473275409924	e	69
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894723	1473275409892	1473275410020	n	78
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894741	1473275409980	1473275410156	t	84
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894746	1473275410100	1473275410236	s	83
100001	1091042	The letters of credit were to cover three agreements.	The letters of credit were to cover three agreements.	51894750	1473275410268	1473275410372	.	190
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894879	1473275412285	1473275412388	SHIFT	16
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894883	1473275412332	1473275412500	C	67
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894887	1473275412444	1473275412588	a	65
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894891	1473275412508	1473275412644	n	78
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894895	1473275412652	1473275412756	 	32
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894899	1473275412764	1473275412852	y	89
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894907	1473275412884	1473275413076	o	79
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894911	1473275412988	1473275413140	u	85
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894918	1473275413052	1473275413172	 	32
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894929	1473275413148	1473275413292	s	83
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894985	1473275413252	1473275413388	u	85
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894987	1473275413340	1473275413444	p	80
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894990	1473275413532	1473275413620	p	80
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894994	1473275413716	1473275413884	l	76
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51894997	1473275413876	1473275414028	e	69
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895001	1473275414084	1473275414196	m	77
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895021	1473275414180	1473275414316	e	69
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895025	1473275414300	1473275414396	n	78
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895029	1473275414388	1473275414500	t	84
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895034	1473275414507	1473275414612	 	32
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895038	1473275414668	1473275414812	t	84
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895076	1473275414740	1473275414860	h	72
100001	1091058	Can you supplement the answer to the visa question?	Can you supplement the answer to the visa question?	51895081	1473275414876	1473275414988	e	69
